Conference,Year,Title,Predominant Continent
IEEEcloud,2014,Use of Network Latency Profiling and Redundancy for Cloud Server Selection.,NA
IEEEcloud,2014,What Can OpenStack Adopt from a Ganeti-Based Open-Source IaaS?,EU
IEEEcloud,2014,Cloudburst - Simulating Workload for IaaS Clouds.,EU
IEEEcloud,2014,WinWizard: Expanding Xen with a LibVMI Intrusion Detection Tool.,NA
IEEEcloud,2014,An Aspect-Oriented Approach to SLA-Driven Monitoring Multi-tenant Cloud Application.,AS
IEEEcloud,2014,Mixed-Tenancy in the Wild - Applicability of Mixed-Tenancy for Real-World Enterprise SaaS-Applications.,EU
IEEEcloud,2014,Data Farming on Heterogeneous Clouds.,EU
IEEEcloud,2014,"Progger: An Efficient, Tamper-Evident Kernel-Space Logger for Cloud Data Provenance Tracking.",OC
IEEEcloud,2014,User-Friendly Visualization of Cloud Quality.,EU
IEEEcloud,2014,Deploying Medical Sensor Networks in the Cloud - Accountability Obligations from a European Perspective.,EU
IEEEcloud,2014,Emulation-as-a-Service - The Past in the Cloud.,EU
IEEEcloud,2014,Platform-as-a-Service Architecture for Performance Isolated Multi-tenant Applications.,EU
IEEEcloud,2014,Towards an Open Data Set for Trace-Oriented Monitoring.,AS
IEEEcloud,2014,On-Demand Data Integration on the Cloud.,EU
IEEEcloud,2014,Hierarchical Agent-Based Architecture for Resource Management in Cloud Data Centers.,EU
IEEEcloud,2014,Diagnosing Cloud Performance Anomalies Using Large Time Series Dataset Analysis.,EU
IEEEcloud,2014,SLA-Guided Data Integration on Cloud Environments.,NA
IEEEcloud,2014,Reliability and Utilization Evaluation of a Cloud Computing System Allowing Partial Failures.,NA
IEEEcloud,2014,A Cost-Effective and Reliable Cloud Storage.,AS
IEEEcloud,2014,Evaluation of Highly Reliable Cloud Computing Systems Using Non-sequential Monte Carlo Simulation.,NA
IEEEcloud,2014,A Note on Verifiable Privacy-Preserving Tries.,NA
IEEEcloud,2014,A Privacy Maturity Model for Cloud Storage Services.,SA
IEEEcloud,2014,Federating Web-Based Applications on a Hierarchical Cloud.,NA
IEEEcloud,2014,A Context Based Scheduling Approach for Adaptive Business Process in the Cloud.,AF
IEEEcloud,2014,MSSF: A Step towards User-Friendly Multi-cloud Data Dispersal.,EU
IEEEcloud,2014,Methodology for Semi-automatic Development of Cloud-Based Business Applications.,EU
IEEEcloud,2014,Enhanced Backfill Computing.,NA
IEEEcloud,2014,Traceability for Adaptive Information Security in the Cloud.,AS
IEEEcloud,2014,A Security PaaS Container with a Customized JVM.,AS
IEEEcloud,2014,Keeping Your API Keys in a Safe.,
IEEEcloud,2014,Towards a Flexible Fine-Grained Access Control System for Modern Cloud Applications.,NA
IEEEcloud,2014,A Model Driven Framework for Secure Outsourcing of Computation to the Cloud.,AS
IEEEcloud,2014,A Comparative Study on I/O Performance between Compute and Storage Optimized Instances of Amazon EC2.,NA
IEEEcloud,2014,Virtual Numbers for Virtual Machines?,OC
IEEEcloud,2014,Virtual Machine Placement in Predictable Computing Clouds.,NA
IEEEcloud,2014,CryptVMI: Encrypted Virtual Machine Introspection in the Cloud.,NA
IEEEcloud,2014,Provisioning Security and Performance Optimization for Dynamic Cloud Environments.,NA
IEEEcloud,2014,Inter-cloud Media Storage and Media Cloud Architecture for Inter-cloud Communication.,AS
IEEEcloud,2014,C-Cloud: A Cost-Efficient Reliable Cloud of Surplus Computing Resources.,EU
IEEEcloud,2015,A Cost-Effective Method to Keep Availability of Many Cloud-Connected Devices.,AS
IEEEcloud,2015,Femto Clouds: Leveraging Mobile Devices to Provide Cloud Service at the Edge.,NA
IEEEcloud,2015,Cost-Efficient Scheduling of Elastic Processes in Hybrid Clouds.,EU
IEEEcloud,2015,Towards Automatic Application Migration to Clouds.,EU
IEEEcloud,2015,A Pattern-Based Code Transformation Approach for Cloud Application Migration.,AS
IEEEcloud,2015,Application Migration Effort in the Cloud - The Case of Cloud Platforms.,EU
IEEEcloud,2015,On Exploiting Page Sharing in a Virtualised Environment - An Empirical Study of Virtualization Versus Lightweight Containers.,AS
IEEEcloud,2015,Leveraging Metadata in No SQL Storage Systems.,NA
IEEEcloud,2015,Server Provisioning in Content Delivery Clouds.,NA
IEEEcloud,2015,Data Vaporizer - Towards a Configurable Enterprise Data Storage Framework in Public Cloud.,EU
IEEEcloud,2015,From Relations to Multi-dimensional Maps: Towards an SQL-to-HBase Transformation Methodology.,NA
IEEEcloud,2015,Dart: A Geographic Information System on Hadoop.,NA
IEEEcloud,2015,Performance Metrics for Data Center Communication Systems.,EU
IEEEcloud,2015,Network-centric Performance Improvement for Live VM Migration.,EU
IEEEcloud,2015,Instrumentation and Trace Analysis for Ad-Hoc Python Workflows in Cloud Environments.,NA
IEEEcloud,2015,Hiding Media Data via Shaders: Enabling Private Sharing in the Clouds.,NA
IEEEcloud,2015,Privacy-Preserving Data Publishing in the Cloud: A Multi-level Utility Controlled Approach.,NA
IEEEcloud,2015,A Trust and Reputation System for Energy Optimization in Cloud Data Centers.,EU
IEEEcloud,2015,Cost-Minimizing Online VM Purchasing for Application Service Providers with Arbitrary Demands.,AS
IEEEcloud,2015,A Cloud Controller for Performance-Based Pricing.,EU
IEEEcloud,2015,A Joint Optimization Framework for Request Scheduling and Energy Storage Management in a Data Center.,NA
IEEEcloud,2015,Hierarchical Virtual Machine Placement in Modular Data Centers.,NA
IEEEcloud,2015,RT-Open Stack: CPU Resource Management for Real-Time Cloud Computing.,NA
IEEEcloud,2015,Memory Reclamation and Compression Using Accurate Working Set Size Estimation.,NA
IEEEcloud,2015,VMcSim: A Detailed Manycore Simulator for Virtualized Systems.,EU
IEEEcloud,2015,aDock: A Cloud Infrastructure Experimentation Environment Based on Open Stack and Docker.,EU
IEEEcloud,2015,PICS: A Public IaaS Cloud Simulator.,NA
IEEEcloud,2015,QoS Prediction for the Cloud Service Marketplace: A Grassmann Manifold Approach.,NA
IEEEcloud,2015,End-to-End QoS Prediction of Vertical Service Composition in the Cloud.,NA
IEEEcloud,2015,QoS-Aware Service Selection for Customisable Multi-tenant Service-Based Systems: Maturity and Approaches.,OC
IEEEcloud,2015,Policy-Driven Configuration Management for NoSQL.,AS
IEEEcloud,2015,Cloud Armor: Protecting Cloud Commands from Compromised Cloud Services.,NA
IEEEcloud,2015,Shared Memory Optimization in Virtualized Cloud.,NA
IEEEcloud,2015,Dynamic Memory and Core Scaling in Virtual Machines.,AS
IEEEcloud,2015,Proactive Memory Scaling of Virtualized Applications.,EU
IEEEcloud,2015,Cost-Aware Cloud Metering with Scalable Service Management Infrastructure.,NA
IEEEcloud,2015,Forget the Deadline: Scheduling Interactive Applications in Data Centers.,NA
IEEEcloud,2015,A Self-Cloning Agents Based Model for High-Performance Mobile-Cloud Computing.,NA
IEEEcloud,2015,Dynamically Controlling Node-Level Parallelism in Hadoop.,NA
IEEEcloud,2015,Less Can Be More: Micro-managing VMs in Amazon EC2.,NA
IEEEcloud,2015,Airfoil: A Topology Aware Distributed Load Balancing Service.,NA
IEEEcloud,2015,Remote Restart for a High Performance Virtual Machine Recovery in a Cloud.,NA
IEEEcloud,2015,MSSF: User-Friendly Multi-cloud Data Dispersal.,SA
IEEEcloud,2015,Dynamic Tailoring and Cloud-Based Deployment of Containerized Service Middleware.,
IEEEcloud,2015,Why Reading Patterns Matter in Storage Coding & Scheduling Design.,NA
IEEEcloud,2015,Roboconf: A Hybrid Cloud Orchestrator to Deploy Complex Applications.,EU
IEEEcloud,2015,A Hybrid Cloud Framework for Scientific Computing.,NA
IEEEcloud,2015,Utilization Prediction Aware VM Consolidation Approach for Green Cloud Computing.,EU
IEEEcloud,2015,UniCrawl: A Practical Geographically Distributed Web Crawler.,
IEEEcloud,2015,Service Mobility in Mobile Networks.,EU
IEEEcloud,2015,Learning from Metadata: A Fuzzy Token Matching Based Configuration File Discovery Approach.,AS
IEEEcloud,2015,Geographical Job Scheduling in Data Centers with Heterogeneous Demands and Servers.,AS
IEEEcloud,2015,Dyn Tail - Dynamically Tailored Deployment Engines for Cloud Applications.,EU
IEEEcloud,2015,Dynamic Fine-Grained Resource Provisioning for Heterogeneous Applications in Virtualized Cloud Data Center.,AS
IEEEcloud,2015,OCF: An Open Cloud Forensics Model for Reliable Digital Forensics.,NA
IEEEcloud,2015,A Simulated Annealing Based Approach for Power Efficient Virtual Machines Consolidation.,EU
IEEEcloud,2015,vHaul: Towards Optimal Scheduling of Live Multi-VM Migration for Multi-tier Applications.,NA
IEEEcloud,2015,Evaluation of MapReduce in a Large Cluster.,NA
IEEEcloud,2015,A Provisioning Approach of Cloud Resources for Dynamic Workflows.,AF
IEEEcloud,2015,CHASE: Component High Availability-Aware Scheduler in Cloud Computing Environment.,NA
IEEEcloud,2015,On Datacenter-Network-Aware Load Balancing in MapReduce.,NA
IEEEcloud,2015,An Innovative Energy-Aware Cloud Task Scheduling Framework.,NA
IEEEcloud,2015,A Semi-distributed Access Control Management Scheme for Securing Cloud Environment.,NA
IEEEcloud,2015,An Efficient Conjunctive Keyword and Phase Search Scheme for Encrypted Cloud Storage Systems.,NA
IEEEcloud,2015,User-Friendly and Secure Architecture (UFSA) for Authentication of Cloud Services.,NA
IEEEcloud,2015,Managing Big Data with Information Flow Control.,EU
IEEEcloud,2015,Cloud Docs: Secure Scalable Document Sharing on Public Clouds.,OC
IEEEcloud,2015,Utilizing Homomorphic Encryption to Implement Secure and Private Medical Cloud Computing.,NA
IEEEcloud,2015,Another Look at Secure Big Data Processing: Formal Framework and a Potential Approach.,NA
IEEEcloud,2015,Security-Aware Virtual Machine Allocation in the Cloud: A Game Theoretic Approach.,NA
IEEEcloud,2015,Toward Security and Performance Certification of Open Stack.,EU
IEEEcloud,2015,Multistage OCDO: Scalable Security Provisioning Optimization in SDN-Based Cloud.,NA
IEEEcloud,2015,Keyword Search over Shared Cloud Data without Secure Channel or Authority.,AS
IEEEcloud,2015,Microarchitecture-Aware Virtual Machine Placement under Information Leakage Constraints.,EU
IEEEcloud,2015,Data-Intensive HPC Tasks Scheduling with SDN to Enable HPC-as-a-Service.,NA
IEEEcloud,2015,"Cost Effective, Reliable, and Secure Workflow Deployment over Federated Clouds.",EU
IEEEcloud,2015,Performance Analysis of Encryption in Securing the Live Migration of Virtual Machines.,NA
IEEEcloud,2015,"Everything as a Service (XaaS) on the Cloud: Origins, Current and Future Trends.",AS
IEEEcloud,2015,Mycocloud: Elasticity through Self-Organized Service Placement in Decentralized Clouds.,EU
IEEEcloud,2015,Performance Metrics of Virtual Machine Live Migration.,NA
IEEEcloud,2015,A REST Service Framework for Fine-Grained Resource Management in Container-Based Cloud.,
IEEEcloud,2015,A Constrained Genetic Algorithm for Rebalancing of Services in Cloud Data Centers.,EU
IEEEcloud,2015,Cloud Brokering Architecture for Dynamic Placement of Virtual Machines.,AS
IEEEcloud,2015,Toward Optimal Resource Provisioning for Cloud MapReduce and Hybrid Cloud Applications.,NA
IEEEcloud,2015,PBAD: Perception-Based Anomaly Detection System for Cloud Datacenters.,NA
IEEEcloud,2015,Multi-cloud Application Design through Cloud Service Composition.,EU
IEEEcloud,2015,VDEP: VM Dependency Discovery in Multi-tier Cloud Applications.,AS
IEEEcloud,2015,Cloud Query Manager: Using Semantic Web Concepts to Avoid IaaS Cloud Lock-In.,SA
IEEEcloud,2015,Improving Serviceability for Virtual Clusters in Bandwidth-Constrained Datacenters.,AS
IEEEcloud,2015,Sharing-Aware Online Algorithms for Virtual Machine Packing in Cloud Environments.,NA
IEEEcloud,2015,Automating Resource Selection and Configuration in Inter-clouds through a Software Product Line Method.,EU
IEEEcloud,2015,A XaaS Savvy Automated Approach to Composite Applications.,
IEEEcloud,2015,HEROS: Energy-Efficient Load Balancing for Heterogeneous Data Centers.,EU
IEEEcloud,2015,Virtual Machine Consolidation with Usage Prediction for Energy-Efficient Cloud Data Centers.,EU
IEEEcloud,2015,Cool Cloud: A Practical Dynamic Virtual Machine Placement Framework for Energy Aware Data Centers.,NA
IEEEcloud,2015,Improving the Performance of Biological Data Analysis in Cloud Computing Platforms.,SA
IEEEcloud,2015,Scalable Euclidean Embedding for Big Data.,NA
IEEEcloud,2015,The Impact of Vectorization on Erasure Code Computing in Cloud Storages - A Performance and Power Consumption Study.,NA
IEEEcloud,2015,HVPI: Extending Hadoop to Support Video Analytic Applications.,AS
IEEEcloud,2015,Analytical Modeling of Reactive Autonomic Management Techniques in IaaS Clouds.,
IEEEcloud,2015,Hierarchical Deployment and Control of Energy Storage Devices in Data Centers.,NA
IEEEcloud,2015,Performance Inference: A Novel Approach for Planning the Capacity of IaaS Cloud Applications.,SA
IEEEcloud,2015,EHadoop: Network I/O Aware Scheduler for Elastic MapReduce Cluster.,EU
IEEEcloud,2015,Multicast Tree Repair and Maintenance in the Cloud.,
IEEEcloud,2015,SLA-Aware Dynamic CPU Scaling in Business Cloud Computing Environments.,NA
IEEEcloud,2015,Quality-Driven Architectural Patterns for Self-Aware Cloud-Based Software.,EU
IEEEcloud,2015,A Precise Metamodel for Open Cloud Computing Interface.,EU
IEEEcloud,2015,SLO-Aware Deployment of Web Applications Requiring Strong Consistency Using Multiple Clouds.,OC
IEEEcloud,2015,A Context Sensitive Offloading Scheme for Mobile Cloud Computing Service.,OC
IEEEcloud,2015,SNACS: Social Network-Aware Cloud Assistance for Online Propagated Video Sharing.,NA
IEEEcloud,2015,Simulation Runner: A Cloud-Based Parallel and Distributed HPC Platform.,AS
IEEEcloud,2015,Iterative Hadoop MapReduce-Based Subgraph Enumeration in Network Motif Analysis.,NA
IEEEcloud,2015,A MapReduce Algorithm for Polygon Retrieval in Geospatial Analysis.,SA
IEEEcloud,2015,"Cloud-Based Control: A Multi-tenant, Horizontally Scalable Soft-PLC.",EU
IEEEcloud,2015,QoE Driven Server Selection for VoD in the Cloud.,NA
IEEEcloud,2015,Dynalize: Dynamic Analysis of Mobile Apps in a Platform-as-a-Service Cloud.,EU
IEEEcloud,2015,Cloud Standby Deployment: A Model-Driven Deployment Method for Disaster Recovery in the Cloud.,EU
IEEEcloud,2015,Performance Measurement and Interference Profiling in Multi-tenant Clouds.,NA
IEEEcloud,2015,A Hardware/Software Approach for Mitigating Performance Interference Effects in Virtualized Environments Using SR-IOV.,EU
IEEEcloud,2015,A Novel Parallel Computation Model with Efficient Local Memory Management for Data-Intensive Applications.,AS
IEEEcloud,2015,A Competitive Penalty Model for Availability Based Cloud SLA.,AS
IEEEcloud,2016,Empirical Evaluation of Workload Forecasting Techniques for Predictive Cloud Resource Scaling.,NA
IEEEcloud,2016,Workload and Resource Aware Proactive Auto-scaler for PaaS Cloud.,AS
IEEEcloud,2016,RC3E: Reconfigurable Accelerators in Data Centres and Their Provision by Adapted Service Models.,
IEEEcloud,2016,TAaaS: Trustworthy Authentication as a Service Based on Trusted Path.,
IEEEcloud,2016,Thwarting Market Specific Attacks in Cloud.,EU
IEEEcloud,2016,Secure Offloading of Legacy IDSes Using Remote VM Introspection in Semi-trusted Clouds.,AS
IEEEcloud,2016,OpenStack Security Modules: A Least-Invasive Access Control Framework for the Cloud.,AS
IEEEcloud,2016,End-to-End Security Formalization and Alignment for Federated Workflow Management.,NA
IEEEcloud,2016,An Integrated Privacy Preserving Attribute Based Access Control Framework.,NA
IEEEcloud,2016,Efficient Peak Shaving in a Data Center by Joint Optimization of Task Assignment and Energy Storage Management.,NA
IEEEcloud,2016,Energy Optimal VM Placement in the Cloud.,NA
IEEEcloud,2016,Hadoop in Flight: Migrating Live MapReduce Jobs for Power-Shifting Data Centers.,NA
IEEEcloud,2016,Elastic Stream Processing for the Internet of Things.,
IEEEcloud,2016,Enabling Elastic Stream Processing in Shared Clusters.,
IEEEcloud,2016,Utilizing Massive Viewers for Video Transcoding in Crowdsourced Live Streaming.,NA
IEEEcloud,2016,Fine-Grained Resource Scaling in a Public Cloud: A Tenant's Perspective.,NA
IEEEcloud,2016,Efficient Real-Time Auditing and Proof of Violation for Cloud Storage Systems.,AS
IEEEcloud,2016,Online VNF Scaling in Datacenters.,AS
IEEEcloud,2016,D3W: Towards Self-Management of Distributed Data-Driven Workflows with QoS Guarantees.,NA
IEEEcloud,2016,Optimized Durable Commitlog for Apache Cassandra Using CAPI-Flash.,NA
IEEEcloud,2016,Towards Cloudware Paradigm for Cloud Computing.,
IEEEcloud,2016,Litigo: A Cost-Driven Model for Opaque Cloud Services.,NA
IEEEcloud,2016,Vertigo: Programmable Micro-controllers for Software-Defined Object Storage.,EU
IEEEcloud,2016,Stage Aware Performance Modeling of DAG Based in Memory Analytic Platforms.,NA
IEEEcloud,2016,Experimental Performance Evaluation of Cloud-Based Analytics-as-a-Service.,EU
IEEEcloud,2016,Towards Performance Modeling as a Service by Exploiting Resource Diversity in the Public Cloud.,NA
IEEEcloud,2016,Towards Deadline Guaranteed Cloud Storage Services.,NA
IEEEcloud,2016,SCoPe: A Decision System for Large Scale Container Provisioning Management.,
IEEEcloud,2016,QoS Assurance through Low Level Analysis of Resource Utilization of the Cloud Applications.,NA
IEEEcloud,2016,A Testbed for Collecting QoS Data of Cloud-Based Analytic Services.,NA
IEEEcloud,2016,KCGS-Store: A Columnar Storage Based on Group Sorting of Key Columns.,AS
IEEEcloud,2016,Location-Aware Data Block Allocation Strategy for HDFS-Based Applications in the Cloud.,AS
IEEEcloud,2016,Scalable Transaction Management for Partially Replicated Data in Cloud Computing Environments.,NA
IEEEcloud,2016,MIST: Mitigating Host-Side Interference for Storage Traffic in Virtualized Data Centers.,NA
IEEEcloud,2016,Performance Interference of Memory Thrashing in Virtualized Cloud Environments: A Study of Consolidated n-Tier Applications.,
IEEEcloud,2016,Amazon Elastic Compute Cloud (EC2) vs. In-House HPC Platform: A Cost Analysis.,
IEEEcloud,2016,An Approach to Pinpointing Bug-Induced Failure in Logs of Open Cloud Platforms.,
IEEEcloud,2016,Detecting Incipient Faults in Software Systems: A Compressed Sampling-Based Approach.,NA
IEEEcloud,2016,An Efficient Approach for Multi-tenant Elastic Business Processes Management in Cloud Computing Environment.,AS
IEEEcloud,2016,Coarse-Grained Information Flow Control on Hybrid Clouds.,NA
IEEEcloud,2016,Automated Setup of Multi-cloud Environments for Microservices Applications.,EU
IEEEcloud,2016,Model-Driven Application Refactoring to Minimize Deployment Costs in Preemptible Cloud Resources.,EU
IEEEcloud,2016,iGen: A Realistic Request Generator for Cloud File Systems Benchmarking.,AS
IEEEcloud,2016,Migrating GIS Big Data Computing from Hadoop to Spark: An Exemplary Study Using Twitter.,NA
IEEEcloud,2016,"Security, Compliance, and Agile Deployment of Personal Identifiable Information Solutions on a Public Cloud.",AS
IEEEcloud,2016,Towards Application-centric Fairness in Multi-tenant Clouds with Adaptive CPU Sharing Model.,NA
IEEEcloud,2016,VNF Placement and Chaining in Distributed Cloud.,EU
IEEEcloud,2016,A Utility-Aware Approach to Redundant Data Upload in Cooperative Mobile Cloud.,
IEEEcloud,2016,Understanding Data Sharing in Private Personal Clouds.,EU
IEEEcloud,2016,Cloud Event Programming Paradigms: Applications and Analysis.,NA
IEEEcloud,2016,An Approach for Evaluating Cloud Application Topologies Based on TOSCA.,SA
IEEEcloud,2016,rSLA: A Service Level Agreement Language for Cloud Services.,NA
IEEEcloud,2016,Modeling Interference for Apache Spark Jobs.,
IEEEcloud,2016,Disaster Recovery for Cloud-Hosted Enterprise Applications.,NA
IEEEcloud,2016,A Test Design Method for Resilient System on Cloud Infrastructure.,AS
IEEEcloud,2016,PaceMaker: When ZooKeeper Arteries Get Clogged in Storm Clusters.,NA
IEEEcloud,2016,Performance Measurement on Scale-Up and Scale-Out Hadoop with Remote and Local File Systems.,NA
IEEEcloud,2016,An Economic Model for Scaling Cloud Applications.,NA
IEEEcloud,2016,CSMiner: An Automated Tool for Analyzing Changes in Configuration Settings across Multiple Versions of Large Scale Cloud Software.,NA
IEEEcloud,2016,Streamlining Management of Multiple Cloud Services.,NA
IEEEcloud,2016,Towards Cloud-Aware Policy Enforcement with Universal Cloud Classification as a Service (UCCaaS) in Software Defined Networks.,EU
IEEEcloud,2016,Rolling Upgrade with Dynamic Batch Size for IaaS Cloud.,NA
IEEEcloud,2016,Breaking Down the Monarchy: Achieving Trustworthy and Open Cloud Ecosystem Governance with Separation-of-Powers.,EU
IEEEcloud,2016,PiBooster: Performance Accelerations in Page Table Management for Paravirtual VMs.,AS
IEEEcloud,2016,Acacia-RDF: An X10-Based Scalable Distributed RDF Graph Database Engine.,AS
IEEEcloud,2016,Comparisons of Heat Map and IFL Technique to Evaluate the Performance of Commercially Available Cloud Providers.,EU
IEEEcloud,2016,Exploring the Design Space for Optimizations with Apache Aurora and Mesos.,NA
IEEEcloud,2016,Auto-tuning Performance of MPI Parallel Programs Using Resource Management in Container-Based Virtual Cloud.,NA
IEEEcloud,2016,Self-Adaptive Resource Management System in IaaS Clouds.,EU
IEEEcloud,2016,Resource Management for Elastic Publish Subscribe Systems: A Performance Modeling-Based Approach.,NA
IEEEcloud,2016,Short Run: Heuristic Approaches for Cloud Resource Selection.,EU
IEEEcloud,2016,Uncertainty-Aware Real-Time Workflow Scheduling in the Cloud.,AS
IEEEcloud,2016,A Semantic Framework Supporting Cloud Resource Descriptions Interoperability.,EU
IEEEcloud,2016,Practical Privacy-Preserving Medical Diagnosis Using Homomorphic Encryption.,EU
IEEEcloud,2016,Tenants Attested Trusted Cloud Service.,AS
IEEEcloud,2016,Consumer Oriented Privacy Preserving Access Control for Electronic Health Records in the Cloud.,NA
IEEEcloud,2016,Anomaly Detection in the Cloud Using Data Density.,EU
IEEEcloud,2016,Reputation Audit in Multi-cloud Storage through Integrity Verification and Data Dynamics.,
IEEEcloud,2016,A Streaming Intrusion Monitoring and Classification System for IaaS Cloud.,NA
IEEEcloud,2016,A Profit Optimization Framework of Energy Storage Devices in Data Centers: Hierarchical Structure and Hybrid Types.,NA
IEEEcloud,2016,Accuracy of Energy Model Calibration with IPMI.,EU
IEEEcloud,2016,Application of Convolutional Neural Network to Prediction of Temperature Distribution in Data Centers.,AS
IEEEcloud,2016,LAST-HDFS: Location-Aware Storage Technique for Hadoop Distributed File System.,NA
IEEEcloud,2016,Uploading and Replicating Internet of Things (IoT) Data on Distributed Cloud Storage.,AS
IEEEcloud,2016,Improving Cloud-Based Online Social Network Data Placement and Replication.,OC
IEEEcloud,2016,CRED: Cloud Right-Sizing to Meet Execution Deadlines and Data Locality.,NA
IEEEcloud,2016,Eliminating OS-Caused Large JVM Pauses for Latency-Sensitive Java-Based Cloud Platforms.,NA
IEEEcloud,2016,Inter-player Delay Optimization in Multiplayer Cloud Gaming.,NA
IEEEcloud,2016,A Novel Multi-objective Optimization Scheme for Rebalancing Virtual Machine Placement.,AS
IEEEcloud,2016,Model-Driven Management of Docker Containers.,
IEEEcloud,2016,Tree Packing for Elastic Machine Allocation in RaaS Cloud.,NA
IEEEcloud,2016,A Novel Scheduling Mechanism For Hybrid Cloud Systems.,NA
IEEEcloud,2016,Optimizing Schedule for Parallel Software Deployments Based on Profiles of Network Activity and Installation Time in Cloud Environments.,AS
IEEEcloud,2016,SLA-Driven VM Scheduling in Mobile Edge Computing.,EU
IEEEcloud,2016,Container Based Video Surveillance Cloud Service with Fine-Grained Resource Provisioning.,AS
IEEEcloud,2016,MIaaS: Medical Image Archival and Analytics as-a-Service.,AS
IEEEcloud,2016,Reproducible Scientific Computing Environment with Overlay Cloud Architecture.,AS
IEEEcloud,2016,SDN-Based Framework for Infrastructure as a Service Clouds.,NA
IEEEcloud,2016,Optimizing Backup Resources in the Cloud.,AS
IEEEcloud,2017,Coflourish: An SDN-Assisted Coflow Scheduling Framework for Clouds.,NA
IEEEcloud,2017,PARES: Packet Rewriting on SDN-Enabled Edge Switches for Network Virtualization in Multi-Tenant Cloud Data Centers.,NA
IEEEcloud,2017,Workload-Aware Revenue Maximization in SDN-Enabled Data Center.,AS
IEEEcloud,2017,Emerge: Self-Emerging Data Release Using Cloud Data Storage.,NA
IEEEcloud,2017,Arion: A Model-Driven Middleware for Minimizing Data Loss in Stream Data Storage.,NA
IEEEcloud,2017,Taming Performance Hotspots in Cloud Storage with Dynamic Load Redistribution.,NA
IEEEcloud,2017,Cloud Standards in Comparison: Are New Security Frameworks Improving Cloud Security?,NA
IEEEcloud,2017,End-to-End Policy Monitoring and Enforcement for Service-Oriented Architecture.,NA
IEEEcloud,2017,Privacy-Preserving Data Deduplication on Trusted Processors.,AS
IEEEcloud,2017,Cost-Effective Big Data Mining in the Cloud: A Case Study with K-means.,AS
IEEEcloud,2017,Benchmarking Harp-DAAL: High Performance Hadoop on KNL Clusters.,NA
IEEEcloud,2017,Hierarchical Spark: A Multi-Cluster Big Data Computing Framework.,NA
IEEEcloud,2017,DeepSpotCloud: Leveraging Cross-Region GPU Spot Instances for Deep Learning.,
IEEEcloud,2017,Leveraging Column Family to Improve Multidimensional Query Performance in HBase.,AS
IEEEcloud,2017,Cloudroid: A Cloud Framework for Transparent and QoS-Aware Robotic Computation Outsourcing.,AS
IEEEcloud,2017,Cloud-Based Positioning Method with Visualized Signal Images.,AS
IEEEcloud,2017,Enabling Software Defined Networking with QoS Guarantee for Cloud Applications.,AS
IEEEcloud,2017,Using Integer Programming for Workflow Scheduling in the Cloud.,NA
IEEEcloud,2017,Augmenting Amdahl's Second Law: A Theoretical Model to Build Cost-Effective Balanced HPC Infrastructure for Data-Driven Science.,NA
IEEEcloud,2017,Exploiting Synchrony in Replicated State Machines.,NA
IEEEcloud,2017,Efficient Hierarchical Traffic Measurement in Software-Defined Datacenter Networks.,NA
IEEEcloud,2017,WASP: Workload Adaptive Energy-Latency Optimization in Server Farms Using Server Low-Power States.,NA
IEEEcloud,2017,QPRED: Using Quantile Predictions to Improve Power Usage for Private Clouds.,NA
IEEEcloud,2017,Monitoring Performance in Large Scale Computing Clouds with Passive Benchmarking.,EU
IEEEcloud,2017,Taming Performance Degradation of Containers in the Case of Extreme Memory Overcommitment.,AS
IEEEcloud,2017,Online Learning-Assisted VNF Service Chain Scaling with Network Uncertainties.,
IEEEcloud,2017,Coalescing HDFS Blocks to Avoid Recurring YARN Container Overhead.,AS
IEEEcloud,2017,Minimal Coflow Routing and Scheduling in OpenFlow-Based Cloud Storage Area Networks.,NA
IEEEcloud,2017,DriftInsight: Detecting Anomalous Behaviors in Large-Scale Cloud Platform.,AS
IEEEcloud,2017,Cost-Aware Resource Management for Federated Clouds Using Resource Sharing Contracts.,NA
IEEEcloud,2017,Joint Computation Partitioning and Resource Allocation for Latency Sensitive Applications in Mobile Edge Clouds.,AS
IEEEcloud,2017,A Formal Framework of Resource Management for VNFaaS in Cloud.,NA
IEEEcloud,2017,Electron: Towards Efficient Resource Management on Heterogeneous Clusters with Apache Mesos.,NA
IEEEcloud,2017,Multi-Objective Virtual Machine Consolidation.,AS
IEEEcloud,2017,How to Supercharge the Amazon T2: Observations and Suggestions.,NA
IEEEcloud,2017,Cloud Security via Virtualized Out-of-Band Execution and Obfuscation.,NA
IEEEcloud,2017,A Security Benchmark for OpenStack.,EU
IEEEcloud,2017,Man in the Cloud (MITC) Defender: SGX-Based User Credential Protection for Synchronization Applications in Cloud Computing Platform.,NA
IEEEcloud,2017,A Comparison of System Performance on a Private OpenStack Cloud and Amazon EC2.,NA
IEEEcloud,2017,Intra-Cloud and Inter-Cloud Authentication.,NA
IEEEcloud,2017,Privacy-Preserving Multi-Party Clustering: An Empirical Study.,NA
IEEEcloud,2017,P-McDb: Privacy-Preserving Search Using Multi-Cloud Encrypted Databases.,OC
IEEEcloud,2017,Privacy-Preserving Multi-Party Analytics over Arbitrarily Partitioned Data.,NA
IEEEcloud,2017,Single-View Performance Monitoring of On-Line Applications Running on a Cloud.,AS
IEEEcloud,2017,FIM: Performance Prediction for Parallel Computation in Iterative Data Processing Applications.,NA
